book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
iEIACgAAQBAJ,dance,Swan,The Life and Dance of Anna Pavlova,Laurel Snyder,"The world is big. Anna is small. The snow is everywhere and all around. But one night . . . One night, her mother takes her to the ballet, and everything is changed. Anna finds a beauty inside herself that she cannot contain. So begins the journey of a girl who will one day grow up to be the most famous prima ballerina of all time, inspiring legions of dancers after her: the brave, the generous, the transcendently gifted Anna Pavlova. Beautiful, inspirational, and triumphant, Anna Pavlova's life is masterfully captured in this exquisite picture book.","[{'type': 'ISBN_13', 'identifier': '9781452153636'}, {'type': 'ISBN_10', 'identifier': '1452153639'}]",True,True,52,Juvenile Nonfiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=iEIACgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=iEIACgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,1026.6,INR,513.3,INR,https://play.google.com/store/books/details?id=iEIACgAAQBAJ&rdid=book-iEIACgAAQBAJ&rdot=1&source=gbs_api,2015,Chronicle Books
FpjWAAAAMAAJ,dance,Native American Traditions,No Subtitle,Arthur Versluis,"Looks at the rites and ceremonies of the Native American peoples. Includes information on spirits and ancestors, shamanism and medicine, totems, sacred sites and symbols, and mythology and the visionary world.","[{'type': 'OTHER', 'identifier': 'PSU:000046204806'}]",False,False,100,Social Science,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=FpjWAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=FpjWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1995,"Element Books, Limited"
FrfAUEOupoUC,dance,In Jewish Bookland,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'NYPL:33433115599098'}]",False,False,314,Books,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=FrfAUEOupoUC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=FrfAUEOupoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1947,Unknown Publisher
ZKTYTRzEEPQC,dance,Bulletin,No Subtitle,U. S. Bureau of American Ethnology,No Description,"[{'type': 'OTHER', 'identifier': 'RUTGERS:39030012319895'}]",False,False,280,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ZKTYTRzEEPQC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ZKTYTRzEEPQC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1945,Unknown Publisher
hni1AAAAIAAJ,dance,Modern Dance Forms in Relation to the Other Modern Arts,No Subtitle,"Louis Horst, Carroll Russell","By relating the development of modern dance to movements in painting, architecture, drama, and music, the book prompts students to develop a keen ear for emerging trends in the arts as a continual resource for dance.","[{'type': 'OTHER', 'identifier': 'UCSC:32106009075893'}]",False,False,164,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=hni1AAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hni1AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1987,Dance Horizons
30jpAAAAMAAJ,dance,Subject Guide to Children's Books in Print,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015036924747'}]",False,False,496,Children's books,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=30jpAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=30jpAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1976,Unknown Publisher
0BtIAAAAYAAJ,dance,Home and Country,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'CORNELL:31924066641501'}]",False,False,366,Women,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=0BtIAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=0BtIAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1928,Unknown Publisher
pwBtAAAAMAAJ,dance,Nurse's Handbook of Alternative & Complementary Therapies,No Subtitle,Unknown Author,"This concise, practical handbook helps nurses understand and benefit from today's most notable health care trend--the use of alternative approaches to enhance wellness and overcome disease. It also discusses their roles in delivering various alternative methods and offers a knowledge base that is open-minded, yet upholds the standards of professional nursing.","[{'type': 'OTHER', 'identifier': 'UOM:39015046490309'}]",False,False,454,Health & Fitness,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=pwBtAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=pwBtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1999,Lippincott Williams & Wilkins
ucjYldZo2awC,dance,The New Yorker,No Subtitle,"Harold Wallace Ross, William Shawn, Tina Brown, David Remnick, Katharine Sergeant Angell White, Rea Irvin, Roger Angell",No Description,"[{'type': 'OTHER', 'identifier': 'UGA:32108058267736'}]",False,False,2066,Electronic journals,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ucjYldZo2awC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ucjYldZo2awC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1951,Unknown Publisher
YAT9DwAAQBAJ,dance,How to Catch a Mermaid,No Subtitle,Adam Wallace,"An enchanting mermaid tale from the New York Times and USA Today bestselling How to Catch series, the perfect Valentine's Day gift for kids! Many claim to have caught a mermaid, but can YOU? Perfect for mermaid lovers, summer reading, and gifts for kids ages 4-10, this funny mermaid picture book offers an irresistible under-the-sea adventure that parents, educators, and children will love! Brimming with fun STEAM-based traps, clever rhymes, and plenty of laughs to share in at-home and classroom read alouds, this magical story makes a perfect stocking stuffer and birthday, Easter, or back to school gift for kids and mermaid lovers alike! How do you catch a mermaid? You must be very clever. With mirrors, crowns, and pearls galore, this quest can't last forever! Also in the How to Catch Series: How to Catch a Unicorn How to Catch a Yeti How to Catch a Dinosaur How to Catch a Dragon How to Catch a Monster and more!","[{'type': 'ISBN_13', 'identifier': '9781492695448'}, {'type': 'ISBN_10', 'identifier': '1492695440'}]",True,True,35,Juvenile Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=YAT9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=YAT9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,946.3,INR,473.15,INR,https://play.google.com/store/books/details?id=YAT9DwAAQBAJ&rdid=book-YAT9DwAAQBAJ&rdot=1&source=gbs_api,2018,"Sourcebooks, Inc."
3Wo2AAAAQBAJ,dance,A Dance Like Starlight,One Ballerina's Dream,Kristy Dempsey,"A story of little ballerinas with big dreams. Little ballerinas have big dreams. Dreams of pirouettes and grande jetes, dreams of attending the best ballet schools and of dancing starring roles on stage. But in Harlem in the 1950s, dreams don’t always come true—they take a lot of work and a lot of hope. And sometimes hope is hard to come by. But the first African-American prima ballerina, Janet Collins, did make her dreams come true. And those dreams inspired ballerinas everywhere, showing them that the color of their skin couldn’t stop them from becoming a star. In a lyrical tale as beautiful as a dance en pointe, Kristy Dempsey and Floyd Cooper tell the story of one little ballerina who was inspired by Janet Collins to make her own dreams come true.","[{'type': 'ISBN_13', 'identifier': '9780698152915'}, {'type': 'ISBN_10', 'identifier': '0698152913'}]",True,True,36,Juvenile Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=3Wo2AAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=3Wo2AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,573.03,INR,286.52,INR,https://play.google.com/store/books/details?id=3Wo2AAAAQBAJ&rdid=book-3Wo2AAAAQBAJ&rdot=1&source=gbs_api,2014,Penguin
A6FYi9zPuDMC,dance,American Racing Manual,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UIUC:30112020291180'}]",False,False,1368,Horse racing,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=A6FYi9zPuDMC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=A6FYi9zPuDMC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1959,Unknown Publisher
qFpgNHkM9wEC,dance,Anthropology and the Dance,Ten Lectures,Drid Williams,"Drid Williams explores dance and dance-related subjects ranging from Aboriginal and African dances to the Royal Ballet, and makes a compelling case for moving beyond the Western view of the dance as mere entertainment.","[{'type': 'ISBN_10', 'identifier': '0252071344'}, {'type': 'ISBN_13', 'identifier': '9780252071348'}]",False,True,332,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=qFpgNHkM9wEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=qFpgNHkM9wEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",1,2.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2004,University of Illinois Press
vvDUkO6GtEYC,dance,Musical Observer,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'CUB:U183005583435'}]",False,False,856,Music,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=vvDUkO6GtEYC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=vvDUkO6GtEYC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1925,Unknown Publisher
-2jhAAAAMAAJ,dance,Library Journal,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'IND:30000046981456'}]",False,False,1138,Libraries,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=-2jhAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=-2jhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1998,Unknown Publisher
3c3OAAAAMAAJ,dance,Bulletin,No Subtitle,Stanford University,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015076346025'}]",False,False,144,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=3c3OAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=3c3OAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1943,Unknown Publisher
hqsU4Y9D84gC,dance,Herald of Gospel Liberty,No Subtitle,Elias Smith,No Description,"[{'type': 'OTHER', 'identifier': 'WISC:89092857754'}]",False,True,890,Theology,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=hqsU4Y9D84gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hqsU4Y9D84gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=hqsU4Y9D84gC&rdid=book-hqsU4Y9D84gC&rdot=1&source=gbs_api,1903,Unknown Publisher
LT5GEAAAQBAJ,dance,Age and Dancing,Older People and Community Dance Practice,Diane Amans,"This highly readable introduction to dance with older people combines key debates and issues in the field with practical guidance, as well as a resources section including numerous 'toolkit materials'. Diane Amans provides the ideal beginners' guide for students, practitioners and dance artists alike.","[{'type': 'ISBN_13', 'identifier': '9780230293809'}, {'type': 'ISBN_10', 'identifier': '0230293808'}]",True,False,0,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=LT5GEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=LT5GEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2013,Red Globe Press
WUqm0AEACAAJ,dance,"Dance, Tanya",No Subtitle,Patricia Lee Gauch,"Tanya loves ballet dancing, repeating the moves she sees her older sister using when practicing for class or a recital, and soon Tanya is big enough to go to ballet class herself.","[{'type': 'ISBN_10', 'identifier': '0026871246'}, {'type': 'ISBN_13', 'identifier': '9780026871242'}]",False,False,0,Ballet dancing,en,Unknown,0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1989,Unknown Publisher
8as6AAAAMAAJ,dance,This is Music for Today,No Subtitle,William Raymond Sur,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015009704837'}]",False,False,418,Music,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=8as6AAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=8as6AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1971,Unknown Publisher
yD6pGSiL_qMC,dance,The Taxi-dance Hall,A Sociological Study in Commercialized Recreation and City Life,Paul Goalby Cressey,No Description,"[{'type': 'OTHER', 'identifier': 'UGA:32108025976187'}]",False,False,360,Chicago (Ill.),en,"{'smallThumbnail': 'http://books.google.com/books/content?id=yD6pGSiL_qMC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=yD6pGSiL_qMC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1969,Unknown Publisher
eA0wAAAAMAAJ,dance,The World Almanac and Book of Facts 1997,No Subtitle,Robert Famighetti,A reference tool for researching facts and events that occured in the year 1997.,"[{'type': 'ISBN_10', 'identifier': '0886878004'}, {'type': 'ISBN_13', 'identifier': '9780886878009'}]",False,False,975,Almanacs,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=eA0wAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=eA0wAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1996,St. Martin's Press
6F2F9FlvzeMC,dance,"Physical Education for Girls, Grades Ten, Eleven, and Twelve..",No Subtitle,Oakland (Calif.). Board of Education,No Description,"[{'type': 'OTHER', 'identifier': 'UIUC:30112072371401'}]",False,False,148,Physical education and training,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=6F2F9FlvzeMC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=6F2F9FlvzeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1930,Unknown Publisher
buLBQ8tz3EsC,dance,The Smart Set,A Magazine of Cleverness,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UTEXAS:059172131454050'}]",False,False,396,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=buLBQ8tz3EsC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=buLBQ8tz3EsC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1912,Unknown Publisher
Z4DSEAAAQBAJ,dance,Holding On to the Air,An Autobiography,Suzanne Farrell,"Suzanne Farrell, world-renowned ballerina, was one of George Balanchine's most celebrated muses and remains a legendary figure in the ballet world. This memoir, first published in 1990 and reissued with a new preface by the author, recounts Farrell's transformation from a young girl in Ohio dreaming of greatness to the realization of that dream on stages all over the world. Central to this transformation was her relationship with George Balanchine, who invited her to join the New York City Ballet in the fall of 1961 and was in turn inspired by her unique combination of musical, physical, and dramatic gifts. He created masterpieces for her in which the limits of ballet technique were expanded to a degree not seen before. By the time she retired from the stage in 1989, Farrell had achieved a career that is without precedent in the history of ballet. One third of her repertory of more than 100 ballets were composed expressly for her by such notable choreographers as Balanchine, Jerome Robbins, and Maurice Bejart. Farrell recalls professional and personal attachments and their attendant controversies with a down-to-earth frankness and common sense that complements the glories and mysteries of her artistic achievement.","[{'type': 'ISBN_13', 'identifier': '9780813059327'}, {'type': 'ISBN_10', 'identifier': '0813059321'}]",True,True,498,Biography & Autobiography,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=Z4DSEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Z4DSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2002,University Press of Florida
UgZbAAAAMAAJ,dance,"Text, Practice, Performance",No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UTEXAS:059173014315208'}]",False,False,116,Ethnomusicology,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=UgZbAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=UgZbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2000,Unknown Publisher
0lf06CpiuMgC,dance,Legislative Documents,No Subtitle,New York (State). Legislature,No Description,"[{'type': 'OTHER', 'identifier': 'CORNELL:31924112590645'}]",False,False,1010,Government publications,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=0lf06CpiuMgC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=0lf06CpiuMgC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1927,Unknown Publisher
aSL7kHUhCHwC,dance,"Theatre History Studies 2014, Vol. 33",Theatres of War,Elizabeth Reitz Mullenix,"Volume 33 of Theatre History Studies explores war. War is a paradox—horrifying and compelling, galvanizing and devastating, a phenomenon that separates and decimates while at the same time creating and strengthening national identity and community bonds. War is the stuff of great drama. War and theatre is a subject of increasing popularity among scholars of theatre. The essays in this special edition of Theatre History Studies brings together a unique collection of work by thirteen innovative scholars whose work explores such topics as theatre performances during war times, theatre written and performed to resist war, and theatre that fosters and promotes war. The contributors to this volume write poignantly about nationhood and about how war—through both propaganda and protest—defines a people. The contributors also delve into numerous fascinating themes that transcend time, peoples, nations, and particular conflicts: the foundations of nationalism and the concepts of occupied and occupier, nostalgia and utopia, and patriotism and revolution. These essays survey a march of civil and international wars spanning three centuries. Arranged chronologically, they invite comparisons between themes and trace the development of the major themes of war. Ideas manifest in the theatre of one period recall ideologies and propaganda of the past, reflect those of the present, and anticipate wars to come.","[{'type': 'ISBN_10', 'identifier': '0817358072'}, {'type': 'ISBN_13', 'identifier': '9780817358075'}]",False,False,324,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=aSL7kHUhCHwC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=aSL7kHUhCHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2014,University Alabama Press
HtxKAAAAMAAJ,dance,Legislative Document,No Subtitle,New York (State). Legislature,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015068081028'}]",False,False,1232,New York (State),en,"{'smallThumbnail': 'http://books.google.com/books/content?id=HtxKAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=HtxKAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1924,Unknown Publisher
uTZ8Tg2fa-sC,dance,A Company of Swans,No Subtitle,Eva Ibbotson,"An enchanting love story set in the Amazon, by the award-winning and bestselling author of JOURNEY TO THE RIVER SEA.Weekly ballet classes are Harriet Morton's only escape from her intolerably dull life. So when she is chosen to join a corps de ballet which is setting off on a tour of the Amazon, she leaps at the chance to run away for good. Performing in the grand opera houses is everything Harriet dreamed of, and falling in love with an aristocratic exile makes her new life complete. Swept away by it all, she is unaware that her father and intended fiance have begun to track her down. . .","[{'type': 'ISBN_10', 'identifier': '0230014844'}, {'type': 'ISBN_13', 'identifier': '9780230014848'}]",False,False,404,Juvenile Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=uTZ8Tg2fa-sC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=uTZ8Tg2fa-sC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",3,4.5,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2008,Pan Macmillan
K7iEjqtmH3EC,dance,Athene,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'CUB:U183020076526'}]",False,False,522,Greece,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=K7iEjqtmH3EC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=K7iEjqtmH3EC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1949,Unknown Publisher
49mEhDO95EEC,dance,Melody,A ... Magazine for Lovers of Popular Music,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'NYPL:33433079840165'}]",False,False,826,Music,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=49mEhDO95EEC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=49mEhDO95EEC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1928,Unknown Publisher
W2z7UosrPF0C,dance,The London Mercury,No Subtitle,"Sir John Collings Squire, Rolfe Arnold Scott-James",No Description,"[{'type': 'OTHER', 'identifier': 'UCBK:B000314074'}]",False,False,718,English literature,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=W2z7UosrPF0C&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=W2z7UosrPF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1938,Unknown Publisher
vKOBAAAAMAAJ,dance,A Natural History of Associations,A Study in the Meaning of Community,Maitland Bradfield,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015008373642'}]",False,False,616,Communities,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=vKOBAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=vKOBAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1973,Unknown Publisher
80AvEvGb278C,dance,A Place to Stand,No Subtitle,Jimmy Santiago Baca,"The Pushcart Prize–winning poet’s memoir of his criminal youth and years in prison: a “brave and heartbreaking” tale of triumph over brutal adversity (The Nation). Jimmy Santiago Baca’s “astonishing narrative” of his life before, during, and immediately after the years he spent in the maximum-security prison garnered tremendous critical acclaim. An important chronicle that “affirms the triumph of the human spirit,” it went on to win the prestigious 2001 International Prize (Arizona Daily Star). Long considered one of the best poets in America today, Baca was illiterate at the age of twenty-one when he was sentenced to five years in Florence State Prison for selling drugs in Arizona. This raw, unflinching memoir is the remarkable tale of how he emerged after his years in the penitentiary—much of it spent in isolation—with the ability to read and a passion for writing poetry. “Proof there is always hope in even the most desperate lives.” —Fort Worth Star-Telegram “A hell of a book, quite literally. You won’t soon forget it.” —The San Diego U-T “This book will have a permanent place in American letters.” —Jim Harrison, New York Times–bestselling author of A Good Day to Die","[{'type': 'ISBN_13', 'identifier': '9781555848903'}, {'type': 'ISBN_10', 'identifier': '1555848907'}]",True,True,276,Biography & Autobiography,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=80AvEvGb278C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=80AvEvGb278C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",4,5.0,IN,FOR_SALE,True,818.92,INR,409.46,INR,https://play.google.com/store/books/details?id=80AvEvGb278C&rdid=book-80AvEvGb278C&rdot=1&source=gbs_api,2007,Open Road + Grove/Atlantic
XNkiAAAAMAAJ,dance,Annual Report,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'NYPL:33433074799531'}]",False,False,366,Universities and colleges,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=XNkiAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=XNkiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1921,Unknown Publisher
hz4ZNelFfO4C,dance,Transactions of the Kansas Academy of Science,No Subtitle,Kansas Academy of Science,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015035401770'}]",False,False,690,Electronic journals,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=hz4ZNelFfO4C&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hz4ZNelFfO4C&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1911,Unknown Publisher
